Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Americas League,Regular Season,Week 6,Less,LOUD,viper,28,1.0,190.0,1.12,68%,137.6,0.68,0.21,0.07,0.14,19%,17%,1/6,19,19,17,6,2,4
Champions Tour 2023: Americas League,Regular Season,Week 6,Less,LOUD,"killjoy, viper",46,1.32,266.0,1.58,74%,166.5,0.89,0.22,0.09,0.13,22%,14%,1/7,22,41,26,10,4,6
Champions Tour 2023: Americas League,Regular Season,Week 6,cauanzin,LOUD,skye,28,1.01,166.0,0.83,86%,105.8,0.54,0.39,0.11,0.07,25%,,0/1,15,15,18,11,3,2
Champions Tour 2023: Americas League,Regular Season,Week 6,cauanzin,LOUD,sova,18,0.98,141.0,0.73,72%,95.7,0.44,0.39,0.0,0.17,9%,,,8,8,11,7,0,3
Champions Tour 2023: Americas League,Regular Season,Week 6,cauanzin,LOUD,"skye, sova",46,0.99,153.5,0.79,80%,101.8,0.5,0.39,0.07,0.11,18%,,0/1,15,23,29,18,3,5
Champions Tour 2023: Americas League,Regular Season,Week 6,RgLMeister,MIBR,astra,18,0.95,168.0,0.77,61%,117.3,0.56,0.22,0.11,0.06,21%,,0/5,10,10,13,4,2,1
Champions Tour 2023: Americas League,Regular Season,Week 6,RgLMeister,MIBR,omen,17,0.71,162.0,0.6,53%,107.8,0.53,0.35,0.0,0.06,24%,,0/3,9,9,15,6,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,RgLMeister,MIBR,"astra, omen",35,0.83,165.0,0.68,57%,112.7,0.54,0.29,0.06,0.06,22%,,0/8,10,19,28,10,2,2
Champions Tour 2023: Americas League,Regular Season,Week 6,heat,MIBR,jett,18,0.72,118.0,0.64,56%,82.1,0.39,0.11,0.0,0.06,17%,,0/4,7,7,11,2,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,heat,MIBR,raze,17,0.67,164.0,0.64,59%,117.1,0.53,0.12,0.18,0.18,25%,,0/3,9,9,14,2,3,3
Champions Tour 2023: Americas League,Regular Season,Week 6,heat,MIBR,"jett, raze",35,0.7,141.0,0.64,57%,99.1,0.46,0.11,0.09,0.11,21%,,0/7,9,16,25,4,3,4
Champions Tour 2023: Americas League,Regular Season,Week 6,frz,MIBR,killjoy,17,0.83,202.0,0.8,71%,127.0,0.71,0.12,0.06,0.06,41%,,0/2,12,12,15,2,1,1
Champions Tour 2023: Americas League,Regular Season,Week 6,frz,MIBR,viper,18,0.93,246.0,0.87,61%,172.9,0.72,0.22,0.33,0.17,38%,,0/1,13,13,15,4,6,3
Champions Tour 2023: Americas League,Regular Season,Week 6,frz,MIBR,"killjoy, viper",35,0.88,224.0,0.83,66%,150.6,0.71,0.17,0.2,0.11,39%,,0/3,13,25,30,6,7,4
Champions Tour 2023: Americas League,Regular Season,Week 6,jzz,MIBR,raze,18,0.56,119.0,0.47,61%,81.6,0.39,0.17,0.0,0.17,30%,,0/1,7,7,15,3,0,3
Champions Tour 2023: Americas League,Regular Season,Week 6,jzz,MIBR,skye,17,0.7,155.0,0.64,71%,93.4,0.53,0.41,0.12,0.0,41%,,0/4,9,9,14,7,2,0
Champions Tour 2023: Americas League,Regular Season,Week 6,jzz,MIBR,"skye, raze",35,0.63,137.0,0.55,66%,87.3,0.46,0.29,0.06,0.09,35%,,0/5,9,16,29,10,2,3
Champions Tour 2023: Americas League,Regular Season,Week 6,murizzz,MIBR,skye,18,0.7,152.0,0.71,67%,101.8,0.56,0.39,0.0,0.11,37%,,,10,10,14,7,0,2
Champions Tour 2023: Americas League,Regular Season,Week 6,murizzz,MIBR,viper,17,0.59,109.0,0.38,59%,97.4,0.29,0.24,0.0,0.35,26%,,0/1,5,5,13,4,0,6
Champions Tour 2023: Americas League,Regular Season,Week 6,murizzz,MIBR,"skye, viper",35,0.65,130.5,0.56,63%,99.6,0.43,0.31,0.0,0.23,31%,,0/1,10,15,27,11,0,8
Champions Tour 2023: Americas League,Regular Season,Week 6,s0m,NRG Esports,astra,24,0.89,163.0,0.84,75%,96.8,0.67,0.33,0.0,0.04,15%,,0/2,16,16,19,8,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,s0m,NRG Esports,harbor,43,1.24,253.5,1.52,84%,147.7,0.95,0.21,0.09,0.07,15%,,0/2,26,41,27,9,4,3
Champions Tour 2023: Americas League,Regular Season,Week 6,s0m,NRG Esports,"harbor, astra",67,1.12,223.3,1.24,81%,129.4,0.85,0.25,0.06,0.06,15%,,0/4,26,57,46,17,4,4
Champions Tour 2023: Americas League,Regular Season,Week 6,FiNESSE,NRG Esports,breach,24,0.9,157.0,0.88,75%,99.7,0.58,0.33,0.08,0.08,19%,,0/3,14,14,16,8,2,2
Champions Tour 2023: Americas League,Regular Season,Week 6,FiNESSE,NRG Esports,viper,43,0.96,172.5,0.83,72%,105.3,0.56,0.26,0.09,0.07,25%,,0/3,12,24,29,11,4,3
Champions Tour 2023: Americas League,Regular Season,Week 6,FiNESSE,NRG Esports,"viper, breach",67,0.94,167.3,0.84,73%,103.3,0.57,0.28,0.09,0.07,22%,,0/6,14,38,45,19,6,5
Champions Tour 2023: Americas League,Regular Season,Week 6,ardiis,NRG Esports,jett,43,0.89,189.0,0.84,67%,123.7,0.6,0.23,0.23,0.21,14%,,0/4,14,26,31,10,10,9
Champions Tour 2023: Americas League,Regular Season,Week 6,ardiis,NRG Esports,sage,24,1.15,182.0,1.07,75%,119.2,0.63,0.29,0.17,0.08,18%,50%,2/4,15,15,14,7,4,2
Champions Tour 2023: Americas League,Regular Season,Week 6,ardiis,NRG Esports,"jett, sage",67,0.98,186.7,0.91,70%,122.1,0.61,0.25,0.21,0.16,15%,25%,2/8,15,41,45,17,14,11
Champions Tour 2023: Americas League,Regular Season,Week 6,Victor,NRG Esports,killjoy,43,1.08,214.0,1.31,74%,142.1,0.79,0.21,0.12,0.07,22%,40%,2/5,21,34,26,9,5,3
Champions Tour 2023: Americas League,Regular Season,Week 6,Victor,NRG Esports,raze,24,1.06,259.0,1.11,75%,170.0,0.83,0.25,0.13,0.21,17%,50%,1/2,20,20,18,6,3,5
Champions Tour 2023: Americas League,Regular Season,Week 6,Victor,NRG Esports,"killjoy, raze",67,1.08,229.0,1.23,75%,152.1,0.81,0.22,0.12,0.12,20%,43%,3/7,21,54,44,15,8,8
Champions Tour 2023: Americas League,Regular Season,Week 6,crashies,NRG Esports,skye,43,0.99,142.0,0.84,81%,84.2,0.49,0.63,0.02,0.09,19%,,0/5,11,21,25,27,1,4
Champions Tour 2023: Americas League,Regular Season,Week 6,crashies,NRG Esports,sova,24,1.44,246.0,1.4,75%,164.4,0.88,0.54,0.08,0.04,32%,,0/4,21,21,15,13,2,1
Champions Tour 2023: Americas League,Regular Season,Week 6,crashies,NRG Esports,"skye, sova",67,1.14,176.7,1.05,79%,112.9,0.63,0.6,0.04,0.07,24%,,0/9,21,42,40,40,3,5
Champions Tour 2023: Americas League,Regular Season,Week 6,Melser,KRÜ Esports,astra,17,0.63,136.0,0.5,59%,95.6,0.41,0.29,0.0,0.06,37%,,0/5,7,7,14,5,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Melser,KRÜ Esports,omen,17,0.38,53.0,0.21,53%,31.9,0.18,0.18,0.0,0.18,36%,,0/4,3,3,14,3,0,3
Champions Tour 2023: Americas League,Regular Season,Week 6,Melser,KRÜ Esports,"astra, omen",34,0.5,94.5,0.36,56%,63.8,0.29,0.24,0.0,0.12,37%,,0/9,7,10,28,8,0,4
Champions Tour 2023: Americas League,Regular Season,Week 6,axeddy,KRÜ Esports,breach,17,0.69,157.0,0.64,65%,88.6,0.53,0.18,0.0,0.0,16%,,0/2,9,9,14,3,0,0
Champions Tour 2023: Americas League,Regular Season,Week 6,axeddy,KRÜ Esports,raze,17,0.54,123.0,0.43,53%,89.5,0.35,0.12,0.12,0.24,22%,,,6,6,14,2,2,4
Champions Tour 2023: Americas League,Regular Season,Week 6,axeddy,KRÜ Esports,"breach, raze",34,0.61,140.0,0.54,59%,89.1,0.44,0.15,0.06,0.12,19%,,0/2,9,15,28,5,2,4
Champions Tour 2023: Americas League,Regular Season,Week 6,keznit,KRÜ Esports,jett,34,0.72,174.0,0.63,56%,123.0,0.56,0.12,0.12,0.26,28%,,0/4,10,19,30,4,4,9
Champions Tour 2023: Americas League,Regular Season,Week 6,NagZ,KRÜ Esports,killjoy,17,0.58,90.0,0.31,65%,69.0,0.24,0.24,0.0,0.06,15%,,0/4,4,4,13,4,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,NagZ,KRÜ Esports,viper,17,0.81,228.0,0.87,53%,153.7,0.76,0.24,0.06,0.18,14%,17%,1/6,13,13,15,4,1,3
Champions Tour 2023: Americas League,Regular Season,Week 6,NagZ,KRÜ Esports,"killjoy, viper",34,0.7,159.0,0.61,59%,111.4,0.5,0.24,0.03,0.12,14%,10%,1/10,13,17,28,8,1,4
Champions Tour 2023: Americas League,Regular Season,Week 6,Klaus,KRÜ Esports,skye,17,0.67,152.0,0.64,53%,86.1,0.53,0.41,0.0,0.12,24%,,0/1,9,9,14,7,0,2
Champions Tour 2023: Americas League,Regular Season,Week 6,Klaus,KRÜ Esports,sova,17,0.7,219.0,0.8,71%,132.5,0.71,0.12,0.18,0.06,13%,,,12,12,15,2,3,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Klaus,KRÜ Esports,"skye, sova",34,0.68,185.5,0.72,62%,109.3,0.62,0.26,0.09,0.09,18%,,0/1,12,21,29,9,3,3
Champions Tour 2023: Americas League,Regular Season,Week 6,Ethan,Evil Geniuses,breach,19,1.7,267.0,2.83,84%,158.2,0.89,0.68,0.21,0.0,17%,50%,1/2,17,17,6,13,4,0
Champions Tour 2023: Americas League,Regular Season,Week 6,Ethan,Evil Geniuses,skye,18,1.28,239.0,1.17,78%,136.4,0.78,1.0,0.11,0.06,26%,,,14,14,12,18,2,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Ethan,Evil Geniuses,"skye, breach",37,1.49,253.0,1.72,81%,147.6,0.84,0.84,0.16,0.03,21%,50%,1/2,17,31,18,31,6,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Demon1,Evil Geniuses,brimstone,19,1.14,203.0,1.5,84%,144.8,0.79,0.42,0.0,0.05,48%,,0/2,15,15,10,8,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Demon1,Evil Geniuses,jett,18,1.03,224.0,1.23,67%,158.8,0.89,0.06,0.22,0.28,40%,,0/1,16,16,13,1,4,5
Champions Tour 2023: Americas League,Regular Season,Week 6,Demon1,Evil Geniuses,"brimstone, jett",37,1.08,213.5,1.35,76%,151.6,0.84,0.24,0.11,0.16,44%,,0/3,16,31,23,9,4,6
Champions Tour 2023: Americas League,Regular Season,Week 6,jawgemo,Evil Geniuses,harbor,18,1.25,248.0,1.55,78%,154.7,0.94,0.22,0.06,0.0,28%,,,17,17,11,4,1,0
Champions Tour 2023: Americas League,Regular Season,Week 6,jawgemo,Evil Geniuses,raze,19,1.28,278.0,1.46,84%,177.9,1.0,0.21,0.26,0.11,19%,,,19,19,13,4,5,2
Champions Tour 2023: Americas League,Regular Season,Week 6,jawgemo,Evil Geniuses,"harbor, raze",37,1.26,263.0,1.5,81%,166.6,0.97,0.22,0.16,0.05,23%,,,19,36,24,8,6,2
Champions Tour 2023: Americas League,Regular Season,Week 6,Boostio,Evil Geniuses,killjoy,37,0.74,139.0,0.72,70%,103.3,0.49,0.24,0.05,0.16,16%,,,10,18,25,9,2,6
Champions Tour 2023: Americas League,Regular Season,Week 6,C0M,Evil Geniuses,sova,19,1.2,178.0,1.33,84%,122.6,0.63,0.53,0.11,0.0,31%,,0/3,12,12,9,10,2,0
Champions Tour 2023: Americas League,Regular Season,Week 6,C0M,Evil Geniuses,viper,18,1.74,222.0,4.25,89%,136.2,0.94,0.44,0.11,0.0,29%,25%,1/4,17,17,4,8,2,0
Champions Tour 2023: Americas League,Regular Season,Week 6,C0M,Evil Geniuses,"viper, sova",37,1.47,200.0,2.23,86%,129.2,0.78,0.49,0.11,0.0,30%,14%,1/7,17,29,13,18,4,0
Champions Tour 2023: Americas League,Regular Season,Week 6,dephh,Sentinels,breach,19,0.74,133.0,0.53,53%,92.3,0.42,0.37,0.0,0.05,24%,,0/4,8,8,15,7,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,dephh,Sentinels,harbor,18,0.59,151.0,0.5,61%,97.1,0.44,0.28,0.06,0.11,15%,,0/4,8,8,16,5,1,2
Champions Tour 2023: Americas League,Regular Season,Week 6,dephh,Sentinels,"harbor, breach",37,0.66,142.0,0.52,57%,94.6,0.43,0.32,0.03,0.08,20%,,0/8,8,16,31,12,1,3
Champions Tour 2023: Americas League,Regular Season,Week 6,Marved,Sentinels,brimstone,19,0.72,113.0,0.5,63%,88.8,0.37,0.26,0.0,0.16,20%,,0/2,7,7,14,5,0,3
Champions Tour 2023: Americas League,Regular Season,Week 6,Marved,Sentinels,viper,18,0.49,95.0,0.31,50%,68.3,0.28,0.33,0.06,0.0,36%,,0/2,5,5,16,6,1,0
Champions Tour 2023: Americas League,Regular Season,Week 6,Marved,Sentinels,"brimstone, viper",37,0.61,104.0,0.4,57%,78.8,0.32,0.3,0.03,0.08,27%,,0/4,7,12,30,11,1,3
Champions Tour 2023: Americas League,Regular Season,Week 6,zekken,Sentinels,jett,18,1.22,288.0,1.29,67%,173.3,1.0,0.0,0.28,0.28,28%,25%,1/4,18,18,14,0,5,5
Champions Tour 2023: Americas League,Regular Season,Week 6,zekken,Sentinels,raze,19,1.27,284.0,1.13,74%,188.2,0.89,0.32,0.26,0.21,22%,,,17,17,15,6,5,4
Champions Tour 2023: Americas League,Regular Season,Week 6,zekken,Sentinels,"jett, raze",37,1.24,286.0,1.21,70%,180.9,0.95,0.16,0.27,0.24,25%,25%,1/4,18,35,29,6,10,9
Champions Tour 2023: Americas League,Regular Season,Week 6,pANcada,Sentinels,killjoy,37,0.92,197.0,0.92,65%,134.0,0.65,0.05,0.03,0.05,26%,10%,1/10,13,24,26,2,1,2
Champions Tour 2023: Americas League,Regular Season,Week 6,Sacy,Sentinels,skye,37,0.76,144.5,0.55,57%,101.2,0.43,0.35,0.05,0.14,29%,,0/2,9,16,29,13,2,5
Champions Tour 2023: Americas League,Regular Season,Week 6,Khalil,FURIA,brimstone,24,0.94,182.0,1.07,79%,117.6,0.63,0.33,0.0,0.04,26%,,0/5,15,15,14,8,0,1
Champions Tour 2023: Americas League,Regular Season,Week 6,Khalil,FURIA,killjoy,43,0.72,126.5,0.62,60%,93.1,0.42,0.16,0.07,0.12,19%,,0/3,13,18,29,7,3,5
Champions Tour 2023: Americas League,Regular Season,Week 6,Khalil,FURIA,"killjoy, brimstone",67,0.79,145.0,0.77,67%,101.9,0.49,0.22,0.04,0.09,21%,,0/8,15,33,43,15,3,6
Champions Tour 2023: Americas League,Regular Season,Week 6,mazin,FURIA,harbor,24,0.95,192.0,0.79,67%,119.3,0.63,0.38,0.13,0.04,25%,,0/2,15,15,19,9,3,1
Champions Tour 2023: Americas League,Regular Season,Week 6,mazin,FURIA,skye,24,0.96,186.0,0.88,63%,111.5,0.63,0.42,0.08,0.17,29%,,0/1,15,15,17,10,2,4
Champions Tour 2023: Americas League,Regular Season,Week 6,mazin,FURIA,viper,19,1.01,190.0,1.0,79%,136.8,0.58,0.26,0.0,0.11,24%,,0/5,11,11,11,5,0,2
Champions Tour 2023: Americas League,Regular Season,Week 6,mazin,FURIA,"harbor, skye, viper",67,0.97,189.3,0.87,69%,121.4,0.61,0.36,0.07,0.1,26%,,0/8,15,41,47,24,5,7
Champions Tour 2023: Americas League,Regular Season,Week 6,Quick,FURIA,harbor,19,0.66,129.0,0.57,58%,83.5,0.42,0.21,0.11,0.11,20%,,0/4,8,8,14,4,2,2
Champions Tour 2023: Americas League,Regular Season,Week 6,Quick,FURIA,viper,48,0.88,181.0,0.94,69%,118.8,0.63,0.25,0.06,0.04,24%,33%,2/6,16,30,32,12,3,2
Champions Tour 2023: Americas League,Regular Season,Week 6,Quick,FURIA,"harbor, viper",67,0.81,163.7,0.83,66%,108.8,0.57,0.24,0.07,0.06,23%,20%,2/10,16,38,46,16,5,4
Champions Tour 2023: Americas League,Regular Season,Week 6,dgzin,FURIA,jett,67,1.11,241.7,1.3,78%,152.6,0.91,0.16,0.21,0.13,35%,43%,3/7,27,61,47,11,14,9
Champions Tour 2023: Americas League,Regular Season,Week 6,mwzera,FURIA,raze,24,0.87,175.0,0.67,67%,125.5,0.5,0.29,0.08,0.08,19%,,0/2,12,12,18,7,2,2
Champions Tour 2023: Americas League,Regular Season,Week 6,mwzera,FURIA,skye,43,1.11,230.5,1.13,79%,145.8,0.81,0.3,0.07,0.14,26%,33%,2/6,18,35,31,13,3,6
Champions Tour 2023: Americas League,Regular Season,Week 6,mwzera,FURIA,"skye, raze",67,1.03,212.0,0.96,75%,138.5,0.7,0.3,0.07,0.12,23%,25%,2/8,18,47,49,20,5,8
Champions Tour 2023: Americas League,Regular Season,Week 7,s0m,NRG Esports,astra,18,0.94,154.0,1.1,89%,92.1,0.61,0.44,0.0,0.0,31%,,0/1,11,11,10,8,0,0
Champions Tour 2023: Americas League,Regular Season,Week 7,s0m,NRG Esports,harbor,22,1.16,216.0,1.13,82%,157.8,0.77,0.5,0.09,0.09,21%,,0/2,17,17,15,11,2,2
Champions Tour 2023: Americas League,Regular Season,Week 7,s0m,NRG Esports,"harbor, astra",40,1.05,185.0,1.12,85%,128.2,0.7,0.48,0.05,0.05,24%,,0/3,17,28,25,19,2,2
Champions Tour 2023: Americas League,Regular Season,Week 7,ardiis,NRG Esports,jett,40,1.41,289.0,1.52,80%,197.1,1.03,0.25,0.28,0.18,19%,100%,1/1,24,41,27,10,11,7
Champions Tour 2023: Americas League,Regular Season,Week 7,Victor,NRG Esports,killjoy,22,1.17,233.0,1.46,86%,158.5,0.86,0.41,0.09,0.0,18%,50%,1/2,19,19,13,9,2,0
Champions Tour 2023: Americas League,Regular Season,Week 7,Victor,NRG Esports,raze,18,1.97,401.0,3.0,94%,240.4,1.5,0.28,0.33,0.11,25%,67%,2/3,27,27,9,5,6,2
Champions Tour 2023: Americas League,Regular Season,Week 7,Victor,NRG Esports,"killjoy, raze",40,1.57,317.0,2.09,90%,195.4,1.15,0.35,0.2,0.05,21%,60%,3/5,27,46,22,14,8,2
Champions Tour 2023: Americas League,Regular Season,Week 7,crashies,NRG Esports,skye,40,1.12,171.5,1.14,80%,113.9,0.63,0.5,0.05,0.08,33%,25%,1/4,16,25,22,20,2,3
Champions Tour 2023: Americas League,Regular Season,Week 7,FiNESSE,NRG Esports,viper,40,0.74,122.0,0.63,83%,83.5,0.43,0.33,0.05,0.03,12%,25%,1/4,12,17,27,13,2,1
Champions Tour 2023: Americas League,Regular Season,Week 7,tuyz,LOUD,astra,18,0.8,120.0,0.73,67%,81.4,0.44,0.22,0.06,0.06,38%,,0/2,8,8,11,4,1,1
Champions Tour 2023: Americas League,Regular Season,Week 7,tuyz,LOUD,harbor,22,0.72,111.0,0.6,77%,72.3,0.41,0.27,0.0,0.09,29%,20%,1/5,9,9,15,6,0,2
Champions Tour 2023: Americas League,Regular Season,Week 7,tuyz,LOUD,"harbor, astra",40,0.76,115.5,0.65,73%,76.4,0.43,0.25,0.03,0.08,33%,14%,1/7,9,17,26,10,1,3
Champions Tour 2023: Americas League,Regular Season,Week 7,aspas,LOUD,jett,40,0.73,167.5,0.61,70%,118.4,0.5,0.23,0.08,0.18,25%,,0/3,11,20,33,9,3,7
Champions Tour 2023: Americas League,Regular Season,Week 7,saadhak,LOUD,killjoy,22,1.16,261.0,1.31,59%,170.5,0.95,0.18,0.09,0.05,27%,29%,2/7,21,21,16,4,2,1
Champions Tour 2023: Americas League,Regular Season,Week 7,saadhak,LOUD,raze,18,0.62,176.0,0.6,56%,121.6,0.5,0.17,0.06,0.17,10%,,0/3,9,9,15,3,1,3
Champions Tour 2023: Americas League,Regular Season,Week 7,saadhak,LOUD,"killjoy, raze",40,0.89,218.5,0.97,58%,148.5,0.75,0.18,0.08,0.1,20%,20%,2/10,21,30,31,7,3,4
Champions Tour 2023: Americas League,Regular Season,Week 7,cauanzin,LOUD,skye,40,0.75,172.0,0.7,60%,112.6,0.58,0.35,0.05,0.15,19%,50%,1/2,14,23,33,14,2,6
Champions Tour 2023: Americas League,Regular Season,Week 7,Less,LOUD,viper,40,0.95,233.0,0.97,70%,137.3,0.83,0.13,0.15,0.13,46%,20%,1/5,17,33,34,5,6,5
Champions Tour 2023: Americas League,Regular Season,Week 7,Ethan,Evil Geniuses,breach,18,1.88,320.0,2.63,89%,217.1,1.17,0.78,0.06,0.0,16%,,0/2,21,21,8,14,1,0
Champions Tour 2023: Americas League,Regular Season,Week 7,Ethan,Evil Geniuses,skye,15,1.5,251.0,1.63,93%,167.5,0.87,0.6,0.27,0.07,30%,,,13,13,8,9,4,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Ethan,Evil Geniuses,"skye, breach",33,1.69,285.5,2.13,91%,194.5,1.03,0.7,0.15,0.03,21%,,0/2,21,34,16,23,5,1
Champions Tour 2023: Americas League,Regular Season,Week 7,C0M,Evil Geniuses,breach,15,1.77,252.0,3.0,93%,154.5,1.0,0.67,0.07,0.0,27%,100%,1/1,15,15,5,10,1,0
Champions Tour 2023: Americas League,Regular Season,Week 7,C0M,Evil Geniuses,sova,18,0.95,158.0,1.1,78%,87.0,0.61,0.17,0.11,0.06,26%,50%,1/2,11,11,10,3,2,1
Champions Tour 2023: Americas League,Regular Season,Week 7,C0M,Evil Geniuses,"breach, sova",33,1.36,205.0,1.73,85%,117.7,0.79,0.39,0.09,0.03,27%,67%,2/3,15,26,15,13,3,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Demon1,Evil Geniuses,brimstone,18,1.29,186.0,1.0,78%,125.1,0.56,0.83,0.06,0.06,41%,,0/1,10,10,10,15,1,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Demon1,Evil Geniuses,jett,15,1.91,381.0,3.67,87%,262.9,1.47,0.2,0.33,0.13,39%,,,22,22,6,3,5,2
Champions Tour 2023: Americas League,Regular Season,Week 7,Demon1,Evil Geniuses,"brimstone, jett",33,1.6,283.5,2.0,82%,187.8,0.97,0.55,0.18,0.09,40%,,0/1,22,32,16,18,6,3
Champions Tour 2023: Americas League,Regular Season,Week 7,Boostio,Evil Geniuses,killjoy,33,1.22,188.0,1.6,79%,137.0,0.73,0.18,0.09,0.09,27%,100%,1/1,15,24,15,6,3,3
Champions Tour 2023: Americas League,Regular Season,Week 7,jawgemo,Evil Geniuses,omen,15,1.31,245.0,1.44,87%,163.9,0.87,0.47,0.07,0.0,23%,,0/1,13,13,9,7,1,0
Champions Tour 2023: Americas League,Regular Season,Week 7,jawgemo,Evil Geniuses,raze,18,1.37,247.0,1.33,78%,160.3,0.89,0.44,0.28,0.17,2%,,0/1,16,16,12,8,5,3
Champions Tour 2023: Americas League,Regular Season,Week 7,jawgemo,Evil Geniuses,"omen, raze",33,1.34,246.0,1.38,82%,162.0,0.88,0.45,0.18,0.09,11%,,0/2,16,29,21,15,6,3
Champions Tour 2023: Americas League,Regular Season,Week 7,Derrek,100 Thieves,breach,20,1.24,142.0,1.0,85%,87.7,0.4,0.85,0.1,0.05,27%,,,8,8,8,17,2,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Derrek,100 Thieves,killjoy,23,0.95,173.0,0.88,70%,117.7,0.61,0.13,0.0,0.04,31%,,0/4,14,14,16,3,0,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Derrek,100 Thieves,sova,24,1.07,219.0,1.13,79%,159.5,0.75,0.33,0.13,0.08,31%,,0/2,18,18,16,8,3,2
Champions Tour 2023: Americas League,Regular Season,Week 7,Derrek,100 Thieves,"killjoy, breach, sova",67,1.09,178.0,1.0,78%,123.7,0.6,0.42,0.07,0.06,30%,,0/6,18,40,40,28,5,4
Champions Tour 2023: Americas League,Regular Season,Week 7,bang,100 Thieves,brimstone,20,1.61,239.0,2.25,85%,160.3,0.9,0.55,0.2,0.0,46%,33%,1/3,18,18,8,11,4,0
Champions Tour 2023: Americas League,Regular Season,Week 7,bang,100 Thieves,omen,24,1.01,187.0,1.0,75%,112.0,0.63,0.5,0.08,0.13,35%,,0/3,15,15,15,12,2,3
Champions Tour 2023: Americas League,Regular Season,Week 7,bang,100 Thieves,viper,23,1.02,186.0,1.0,65%,122.6,0.7,0.22,0.13,0.17,33%,33%,1/3,16,16,16,5,3,4
Champions Tour 2023: Americas League,Regular Season,Week 7,bang,100 Thieves,"brimstone, viper, omen",67,1.22,204.0,1.26,75%,130.0,0.73,0.42,0.13,0.1,38%,22%,2/9,18,49,39,28,9,7
Champions Tour 2023: Americas League,Regular Season,Week 7,stellar,100 Thieves,harbor,23,0.7,129.0,0.56,61%,80.1,0.43,0.26,0.04,0.04,11%,,0/2,10,10,18,6,1,1
Champions Tour 2023: Americas League,Regular Season,Week 7,stellar,100 Thieves,killjoy,44,1.1,182.0,1.16,75%,119.0,0.66,0.2,0.07,0.07,21%,,0/3,15,29,25,9,3,3
Champions Tour 2023: Americas League,Regular Season,Week 7,stellar,100 Thieves,"harbor, killjoy",67,0.97,164.3,0.91,70%,105.7,0.58,0.22,0.06,0.06,18%,,0/5,15,39,43,15,4,4
Champions Tour 2023: Americas League,Regular Season,Week 7,Cryocells,100 Thieves,jett,67,1.24,262.7,1.43,79%,170.1,0.94,0.21,0.25,0.13,17%,,0/5,24,63,44,14,17,9
Champions Tour 2023: Americas League,Regular Season,Week 7,Asuna,100 Thieves,skye,43,1.01,155.5,0.71,70%,98.2,0.47,0.56,0.05,0.05,22%,33%,1/3,11,20,28,24,2,2
Champions Tour 2023: Americas League,Regular Season,Week 7,Zellsis,Cloud9,breach,17,0.94,143.0,0.73,71%,76.6,0.47,0.71,0.0,0.0,19%,40%,2/5,8,8,11,12,0,0
Champions Tour 2023: Americas League,Regular Season,Week 7,Zellsis,Cloud9,killjoy,20,0.96,114.0,0.8,65%,82.0,0.4,0.25,0.0,0.15,12%,,0/2,8,8,10,5,0,3
Champions Tour 2023: Americas League,Regular Season,Week 7,Zellsis,Cloud9,"killjoy, breach",37,0.95,128.5,0.76,68%,79.5,0.43,0.46,0.0,0.08,15%,29%,2/7,8,16,21,17,0,3
Champions Tour 2023: Americas League,Regular Season,Week 7,leaf,Cloud9,jett,17,1.54,304.0,1.55,76%,210.4,1.0,0.47,0.41,0.06,29%,100%,1/1,17,17,11,8,7,1
Champions Tour 2023: Americas League,Regular Season,Week 7,leaf,Cloud9,neon,20,1.3,300.0,1.31,70%,179.2,1.05,0.2,0.4,0.15,26%,,,21,21,16,4,8,3
Champions Tour 2023: Americas League,Regular Season,Week 7,leaf,Cloud9,"neon, jett",37,1.42,302.0,1.41,73%,193.5,1.03,0.32,0.41,0.11,27%,100%,1/1,21,38,27,12,15,4
Champions Tour 2023: Americas League,Regular Season,Week 7,Xeppaa,Cloud9,killjoy,17,0.96,216.0,1.17,71%,140.1,0.82,0.18,0.06,0.06,18%,100%,1/1,14,14,12,3,1,1
Champions Tour 2023: Americas League,Regular Season,Week 7,Xeppaa,Cloud9,skye,20,0.81,177.0,0.8,80%,131.5,0.6,0.5,0.0,0.0,25%,,0/2,12,12,15,10,0,0
